

老于,#genre#
心继续跳,http://em.21dtv.com/songs/60050310.mkv
小妹,http://em.21dtv.com/songs/60081967.mkv
心茫茫醉茫茫,http://em.21dtv.com/songs/60050389.mkv
乡情,http://em.21dtv.com/songs/60100000.mkv
笑容,http://em.21dtv.com/songs/60049947.mkv
心碎的电影票,http://em.21dtv.com/songs/60050547.mkv
小玩意,http://em.21dtv.com/songs/60049775.mkv
像我一样飞翔,http://em.21dtv.com/songs/60049395.mkv
谢谢你旧情人,http://em.21dtv.com/songs/60092704.mkv
谢谢你祝我生日快乐,http://em.21dtv.com/songs/60050081.mkv
谢谢你祝我生日快乐(演唱会),http://em.21dtv.com/songs/60050080.mkv
小眼睛的姑娘,http://em.21dtv.com/songs/60049859.mkv
心中的太阳月亮,http://em.21dtv.com/songs/60050747.mkv
笑着难过,http://em.21dtv.com/songs/60081968.mkv
摇,http://em.21dtv.com/songs/60070122.mkv
要多美丽有多美丽,http://em.21dtv.com/songs/60052362.mkv
夜风铃,http://em.21dtv.com/songs/60052562.mkv
勇敢的爱,http://em.21dtv.com/songs/60054828.mkv
一个人的公园(演唱会),http://em.21dtv.com/songs/60053006.mkv
永恒的信念(演唱会),http://em.21dtv.com/songs/60054641.mkv
遇见你,http://em.21dtv.com/songs/60055854.mkv
眼睛湿湿的,http://em.21dtv.com/songs/60052050.mkv
音乐盒(演唱会),http://em.21dtv.com/songs/60054319.mkv
月亮圆,http://em.21dtv.com/songs/60089844.mkv
一千零一晚,http://em.21dtv.com/songs/60053408.mkv
雨声,http://em.21dtv.com/songs/60055693.mkv
一世爱着你,http://em.21dtv.com/songs/60053652.mkv
一天365年,http://em.21dtv.com/songs/60053708.mkv
一天三百六十五年,http://em.21dtv.com/songs/60089295.mkv
因为是你,http://em.21dtv.com/songs/60054258.mkv
因为我和你一样,http://em.21dtv.com/songs/60054278.mkv
圆月亮,http://em.21dtv.com/songs/60056044.mkv
有缘遇上(演唱会),http://em.21dtv.com/songs/60055406.mkv
一枝花,http://em.21dtv.com/songs/60053895.mkv
有着你多么美,http://em.21dtv.com/songs/60055407.mkv
在晨曦中出发,http://em.21dtv.com/songs/60092699.mkv
在晨羲中出发(演唱会),http://em.21dtv.com/songs/60057040.mkv
只当是个梦,http://em.21dtv.com/songs/60058394.mkv
长发,http://em.21dtv.com/songs/60057573.mkv
再会吧!北投,http://em.21dtv.com/songs/60056767.mkv
重回那天那地,http://em.21dtv.com/songs/60059131.mkv
这回忆都不给我吗,http://em.21dtv.com/songs/60091180.mkv
再见车站,http://em.21dtv.com/songs/60056849.mkv
最美的表情,http://em.21dtv.com/songs/60060366.mkv
只能回忆的情人,http://em.21dtv.com/songs/60058419.mkv
最亲爱亲爱的老婆,http://em.21dtv.com/songs/60089843.mkv
真心爱伊,http://em.21dtv.com/songs/60058226.mkv
只想得到爱,http://em.21dtv.com/songs/60058466.mkv
只因有着你,http://em.21dtv.com/songs/60058574.mkv
走着唱着,http://em.21dtv.com/songs/60137563.mkv
住在隔壁,http://em.21dtv.com/songs/60059269.mkv
藏在记忆里的歌(故事情节),http://em.21dtv.com/songs/60101342.mkv

朴树,#genre#
傲慢的上校,http://em.21dtv.com/songs/60114589.mkv
爱像一把刀,http://em.21dtv.com/songs/60129136.mkv
白桦林,http://em.21dtv.com/songs/60009675.mkv
白桦林(演唱会),http://em.21dtv.com/songs/60009674.mkv
败犬女生,http://em.21dtv.com/songs/60088253.mkv
别千万别,http://em.21dtv.com/songs/60010641.mkv
冲出你的窗口,http://em.21dtv.com/songs/60012843.mkv
colourful days,http://em.21dtv.com/songs/60000978.mkv
吹箫的人,http://em.21dtv.com/songs/60114554.mkv
大白替换,http://em.21dtv.com/songs/60111902.mkv
动荡的心,http://em.21dtv.com/songs/60015648.mkv
打工在外,http://em.21dtv.com/songs/60103175.mkv
单身歌,http://em.21dtv.com/songs/60014368.mkv
儿行千里母担忧,http://em.21dtv.com/songs/60166871.mkv
FOREVER YOUNG,http://em.21dtv.com/songs/60145203.mkv
狗屁青春,http://em.21dtv.com/songs/60145212.mkv
火车开往冬天,http://em.21dtv.com/songs/60022414.mkv
好好地,http://em.21dtv.com/songs/60115998.mkv
活着,http://em.21dtv.com/songs/60022387.mkv
九百九十九封情书,http://em.21dtv.com/songs/60076168.mkv
九月,http://em.21dtv.com/songs/60024350.mkv
空帆船,http://em.21dtv.com/songs/60145213.mkv
哭过以后才明白,http://em.21dtv.com/songs/60087618.mkv
猎户星座,http://em.21dtv.com/songs/60148155.mkv
郎平郎平,http://em.21dtv.com/songs/60125551.mkv
旅途(演唱会),http://em.21dtv.com/songs/60028145.mkv
梦的永恒,http://em.21dtv.com/songs/60087619.mkv
妈妈我,http://em.21dtv.com/songs/60091295.mkv
难道你要的是逢场作戏,http://em.21dtv.com/songs/60031179.mkv
NEVER KNOWS TOMORROW,http://em.21dtv.com/songs/60145204.mkv
new boy,http://em.21dtv.com/songs/60004083.mkv
你是我的玫瑰花,http://em.21dtv.com/songs/60112696.mkv
那些花儿,http://em.21dtv.com/songs/60030792.mkv
平凡之路,http://em.21dtv.com/songs/60162845.mkv
彭麻麻带你去K歌了吗,http://em.21dtv.com/songs/60108515.mkv
朴树,http://em.21dtv.com/songs/60033711.mkv
凭什么爱你,http://em.21dtv.com/songs/60033633.mkv
清白之年,http://em.21dtv.com/songs/60145211.mkv
radio in my head,http://em.21dtv.com/songs/60004585.mkv
送别,http://em.21dtv.com/songs/60077772.mkv
生如夏花(演唱会),http://em.21dtv.com/songs/60038624.mkv
傻子才悲伤,http://em.21dtv.com/songs/60037563.mkv
THE FEAR IN MY HEART,http://em.21dtv.com/songs/60145206.mkv
她在睡梦中(演唱会),http://em.21dtv.com/songs/60041174.mkv
我爱你再见,http://em.21dtv.com/songs/60044650.mkv
我不懂这爱情,http://em.21dtv.com/songs/60044750.mkv
五彩缤纷的日子,http://em.21dtv.com/songs/60047631.mkv
网海情缘,http://em.21dtv.com/songs/60043379.mkv
为你盛开的夕阳,http://em.21dtv.com/songs/60091294.mkv
我去2000年,http://em.21dtv.com/songs/60145209.mkv
我去两千年,http://em.21dtv.com/songs/60091296.mkv
我是个比较糙的男人,http://em.21dtv.com/songs/60112697.mkv
星光,http://em.21dtv.com/songs/60129135.mkv
戏如人生,http://em.21dtv.com/songs/60115932.mkv
鱼刺,http://em.21dtv.com/songs/60087620.mkv
油菜花的舞台,http://em.21dtv.com/songs/60054987.mkv
召唤,http://em.21dtv.com/songs/60057723.mkv
最后的谎言,http://em.21dtv.com/songs/60111903.mkv
在木星,http://em.21dtv.com/songs/60113609.mkv
在希望的田野上,http://em.21dtv.com/songs/60057180.mkv

齐秦,#genre#
爱不分,http://em.21dtv.com/songs/60006984.mkv
暗淡的月,http://em.21dtv.com/songs/60009363.mkv
爱情宣言,http://em.21dtv.com/songs/60008444.mkv
爱在星空下,http://em.21dtv.com/songs/60126498.mkv
不必勉强,http://em.21dtv.com/songs/60010997.mkv
蝙蝠,http://em.21dtv.com/songs/60126854.mkv
北方的狼,http://em.21dtv.com/songs/60010160.mkv
包公赔情上,http://em.21dtv.com/songs/60130989.mkv
包公赔情中,http://em.21dtv.com/songs/60130990.mkv
不让我的眼泪陪我过夜,http://em.21dtv.com/songs/60011315.mkv
背媳妇上,http://em.21dtv.com/songs/60153902.mkv
背媳妇下,http://em.21dtv.com/songs/60153903.mkv
暴雨将至,http://em.21dtv.com/songs/60084888.mkv
曾几何时(演唱会),http://em.21dtv.com/songs/60012144.mkv
残酷的温柔,http://em.21dtv.com/songs/60090366.mkv
彩云飞,http://em.21dtv.com/songs/60119077.mkv
痴与梦,http://em.21dtv.com/songs/60118816.mkv
等爱相逢,http://em.21dtv.com/songs/60145456.mkv
Dear Friend,http://em.21dtv.com/songs/60118227.mkv
窦娥冤,http://em.21dtv.com/songs/60153901.mkv
淡水河边,http://em.21dtv.com/songs/60014458.mkv
独行,http://em.21dtv.com/songs/60015783.mkv
冬雨,http://em.21dtv.com/songs/60015617.mkv
大约在冬季,http://em.21dtv.com/songs/60014223.mkv
大约在冬季(演唱会),http://em.21dtv.com/songs/60014220.mkv
二堂献杯游龟山上,http://em.21dtv.com/songs/60153870.mkv
二堂献杯游龟山下,http://em.21dtv.com/songs/60153871.mkv
二堂献杯游龟山中,http://em.21dtv.com/songs/60153872.mkv
放饭,http://em.21dtv.com/songs/60153891.mkv
飞了,http://em.21dtv.com/songs/60126855.mkv
蜉蝣,http://em.21dtv.com/songs/60110738.mkv
乖,http://em.21dtv.com/songs/60145852.mkv
告别,http://em.21dtv.com/songs/60018271.mkv
孤单起舞,http://em.21dtv.com/songs/60128744.mkv
港都夜雨,http://em.21dtv.com/songs/60018182.mkv
关公挑袍,http://em.21dtv.com/songs/60153873.mkv
瓜女子,http://em.21dtv.com/songs/60153900.mkv
鼓声若响,http://em.21dtv.com/songs/60139330.mkv
谷雨,http://em.21dtv.com/songs/60153910.mkv
荒,http://em.21dtv.com/songs/60095367.mkv
黑暗的沉思,http://em.21dtv.com/songs/60020484.mkv
火车快开,http://em.21dtv.com/songs/60022416.mkv
火柴天堂,http://em.21dtv.com/songs/60103733.mkv
黑叮本,http://em.21dtv.com/songs/60153912.mkv
花打朝,http://em.21dtv.com/songs/60153906.mkv
呼唤,http://em.21dtv.com/songs/60021150.mkv
洪湖赤卫队,http://em.21dtv.com/songs/60153896.mkv
海和天空,http://em.21dtv.com/songs/60019732.mkv
花祭,http://em.21dtv.com/songs/60021407.mkv
虎口缘,http://em.21dtv.com/songs/60153908.mkv
回来,http://em.21dtv.com/songs/60067092.mkv
怀念的播音员,http://em.21dtv.com/songs/60021648.mkv
海瑞驯虎,http://em.21dtv.com/songs/60153897.mkv
扈三娘,http://em.21dtv.com/songs/60153888.mkv
海豚海,http://em.21dtv.com/songs/60144950.mkv
河湾洗,http://em.21dtv.com/songs/60153895.mkv
魂萦旧梦,http://em.21dtv.com/songs/60022341.mkv
九个太阳,http://em.21dtv.com/songs/60024309.mkv
借根烟,http://em.21dtv.com/songs/60124765.mkv
旧梦,http://em.21dtv.com/songs/60118228.mkv
寂寞难耐,http://em.21dtv.com/songs/60022910.mkv
纪念日(无原唱),http://em.21dtv.com/songs/60022736.mkv
见嫂嫂她直哭得悲哀伤痛,http://em.21dtv.com/songs/60090103.mkv
将相如,http://em.21dtv.com/songs/60153884.mkv
价值,http://em.21dtv.com/songs/60023153.mkv
空白,http://em.21dtv.com/songs/60068406.mkv
狂流(无原唱),http://em.21dtv.com/songs/60025837.mkv
快乐向前走,http://em.21dtv.com/songs/60076289.mkv
空心,http://em.21dtv.com/songs/60143380.mkv
可惜了,http://em.21dtv.com/songs/60150511.mkv
狼,http://em.21dtv.com/songs/60026193.mkv
芦花荡,http://em.21dtv.com/songs/60153904.mkv
Listen to my radio,http://em.21dtv.com/songs/60157611.mkv
离家的路,http://em.21dtv.com/songs/60026705.mkv
亮晶晶,http://em.21dtv.com/songs/60076439.mkv
泠空气的独白,http://em.21dtv.com/songs/60090367.mkv
冷空气的独白(无原唱),http://em.21dtv.com/songs/60026592.mkv
玲珑心,http://em.21dtv.com/songs/60129051.mkv
longer,http://em.21dtv.com/songs/60003482.mkv
冷月,http://em.21dtv.com/songs/60026628.mkv
没关系,http://em.21dtv.com/songs/60164919.mkv
孟姜女,http://em.21dtv.com/songs/60153882.mkv
朦胧,http://em.21dtv.com/songs/60029441.mkv
妈咪,http://em.21dtv.com/songs/60163806.mkv
美人鱼,http://em.21dtv.com/songs/60119907.mkv
命运的深渊,http://em.21dtv.com/songs/60030293.mkv
没有泪水的分离(无原唱),http://em.21dtv.com/songs/60028796.mkv
你好,http://em.21dtv.com/songs/60076913.mkv
牛年第一考,http://em.21dtv.com/songs/60153899.mkv
你是我的唯一,http://em.21dtv.com/songs/60083525.mkv
你是我的唯一(舞曲版),http://em.21dtv.com/songs/60083523.mkv
劈山救母,http://em.21dtv.com/songs/60153874.mkv
请别对我说再见,http://em.21dtv.com/songs/60035500.mkv
清风亭,http://em.21dtv.com/songs/60153898.mkv
青蚵嫂,http://em.21dtv.com/songs/60034744.mkv
缺口,http://em.21dtv.com/songs/60035962.mkv
去年冬天,http://em.21dtv.com/songs/60035848.mkv
七匹狼,http://em.21dtv.com/songs/60033759.mkv
如果云知道,http://em.21dtv.com/songs/60148519.mkv
如果真的不要,http://em.21dtv.com/songs/60152735.mkv
让我孤独的时候还能够想着你,http://em.21dtv.com/songs/60036133.mkv
让我让你崩溃,http://em.21dtv.com/songs/60036170.mkv
孙存蝶,http://em.21dtv.com/songs/60153881.mkv
三滴血,http://em.21dtv.com/songs/60130986.mkv
三滴血误判上,http://em.21dtv.com/songs/60153867.mkv
三滴血误判下,http://em.21dtv.com/songs/60153868.mkv
三滴血误判中,http://em.21dtv.com/songs/60153869.mkv
释放,http://em.21dtv.com/songs/60144949.mkv
水浒传,http://em.21dtv.com/songs/60153893.mkv
拾黄金孙存碟,http://em.21dtv.com/songs/60153890.mkv
审慧娘,http://em.21dtv.com/songs/60153883.mkv
三回头,http://em.21dtv.com/songs/60153864.mkv
沙家浜,http://em.21dtv.com/songs/60153894.mkv
散就散了,http://em.21dtv.com/songs/60154624.mkv
三击掌,http://em.21dtv.com/songs/60153863.mkv
丝路,http://em.21dtv.com/songs/60040455.mkv
撕裂的爱(无原唱),http://em.21dtv.com/songs/60040608.mkv
散落的拼图,http://em.21dtv.com/songs/60146161.mkv
十里花香,http://em.21dtv.com/songs/60153876.mkv
锁麟囊,http://em.21dtv.com/songs/60153911.mkv
少了自己,http://em.21dtv.com/songs/60038115.mkv
少了自已,http://em.21dtv.com/songs/60089083.mkv
杀庙,http://em.21dtv.com/songs/60153892.mkv
庶民情缘,http://em.21dtv.com/songs/60153885.mkv
三娘教子,http://em.21dtv.com/songs/60153866.mkv
三娘教子二,http://em.21dtv.com/songs/60153865.mkv
思念是一种病(无原唱),http://em.21dtv.com/songs/60040557.mkv
十五贯,http://em.21dtv.com/songs/60153875.mkv
苏武牧羊,http://em.21dtv.com/songs/60153907.mkv
伤心爱情(舞曲版),http://em.21dtv.com/songs/60077517.mkv
四贤册,http://em.21dtv.com/songs/60153878.mkv
四贤册二,http://em.21dtv.com/songs/60153877.mkv
拾玉镯,http://em.21dtv.com/songs/60153889.mkv
痛并快乐着,http://em.21dtv.com/songs/60042785.mkv
天鹅宴劝献,http://em.21dtv.com/songs/60153880.mkv
甜蜜的单相思,http://em.21dtv.com/songs/60145358.mkv
天女,http://em.21dtv.com/songs/60153879.mkv
晚安晚安,http://em.21dtv.com/songs/60078014.mkv
望春风^雨夜花,http://em.21dtv.com/songs/60118229.mkv
我的世界你曾经来过,http://em.21dtv.com/songs/60062831.mkv
外面的世界,http://em.21dtv.com/songs/60043074.mkv
我拿什么爱你,http://em.21dtv.com/songs/60045996.mkv
无情的雨无情的你,http://em.21dtv.com/songs/60047343.mkv
为什么,http://em.21dtv.com/songs/60044058.mkv
往事随风,http://em.21dtv.com/songs/60043450.mkv
我是一片云,http://em.21dtv.com/songs/60046197.mkv
我找到自己,http://em.21dtv.com/songs/60046834.mkv
我只在乎你,http://em.21dtv.com/songs/60078421.mkv
像疯了一样,http://em.21dtv.com/songs/60049382.mkv
星光下的倾诉,http://em.21dtv.com/songs/60051049.mkv
血泪仇,http://em.21dtv.com/songs/60153909.mkv
想念一个人的滋味,http://em.21dtv.com/songs/60165857.mkv
袖手旁观,http://em.21dtv.com/songs/60051521.mkv
想忘不能忘,http://em.21dtv.com/songs/60099817.mkv
巡行,http://em.21dtv.com/songs/60051854.mkv
悬崖,http://em.21dtv.com/songs/60051586.mkv
协议分手,http://em.21dtv.com/songs/60049986.mkv
一场游戏一场梦,http://em.21dtv.com/songs/60052808.mkv
一定要有你,http://em.21dtv.com/songs/60052878.mkv
垭口,http://em.21dtv.com/songs/60089558.mkv
哑口(无原唱),http://em.21dtv.com/songs/60051882.mkv
月亮代表我的心,http://em.21dtv.com/songs/60056398.mkv
原来的我,http://em.21dtv.com/songs/60055936.mkv
约吗,http://em.21dtv.com/songs/60144948.mkv
一面湖水,http://em.21dtv.com/songs/60062818.mkv
遗忘,http://em.21dtv.com/songs/60152379.mkv
一无所有,http://em.21dtv.com/songs/60053770.mkv
也许承诺,http://em.21dtv.com/songs/60124320.mkv
也许就足够,http://em.21dtv.com/songs/60052438.mkv
用心良苦,http://em.21dtv.com/songs/60072738.mkv
用心良苦(演唱会),http://em.21dtv.com/songs/60079254.mkv
遥远的天空底下(演唱会),http://em.21dtv.com/songs/60052337.mkv
夜夜夜夜,http://em.21dtv.com/songs/60052688.mkv
在爱情里,http://em.21dtv.com/songs/60127952.mkv
张仓起解上,http://em.21dtv.com/songs/60153886.mkv
张仓起解下,http://em.21dtv.com/songs/60153887.mkv
直到世界末日,http://em.21dtv.com/songs/60058725.mkv
真的是我,http://em.21dtv.com/songs/60058107.mkv
张飞气周瑜,http://em.21dtv.com/songs/60153905.mkv
自己的沙场,http://em.21dtv.com/songs/60059695.mkv
自己的心情自己感受,http://em.21dtv.com/songs/60059697.mkv
张三的歌,http://em.21dtv.com/songs/60057541.mkv
紫雨,http://em.21dtv.com/songs/60059657.mkv
这一次我绝不放手,http://em.21dtv.com/songs/60057908.mkv
终于放手,http://em.21dtv.com/songs/60059041.mkv

七叔,#genre#
爱你无悔,http://em.21dtv.com/songs/60074408.mkv
爱情伤了我伤了你,http://em.21dtv.com/songs/60100058.mkv
不爱就散了吧,http://em.21dtv.com/songs/60010959.mkv
把握人生的方向,http://em.21dtv.com/songs/60009594.mkv
不要分离,http://em.21dtv.com/songs/60011547.mkv
不要抛弃我(演唱会),http://em.21dtv.com/songs/60082675.mkv
别再闹了,http://em.21dtv.com/songs/60168494.mkv
采红菱,http://em.21dtv.com/songs/60011913.mkv
丢不了的情意,http://em.21dtv.com/songs/60015466.mkv
多少柔情多少泪,http://em.21dtv.com/songs/60016198.mkv
负心的人(演唱会),http://em.21dtv.com/songs/60082930.mkv
花儿像人人像花,http://em.21dtv.com/songs/60021353.mkv
怀念父亲,http://em.21dtv.com/songs/60099433.mkv
回头我也不要你(演唱会),http://em.21dtv.com/songs/60083085.mkv
寒雨曲,http://em.21dtv.com/songs/60019915.mkv
几度花落时,http://em.21dtv.com/songs/60022636.mkv
几度夕阳红(演唱会),http://em.21dtv.com/songs/60022639.mkv
叫你声哥哥,http://em.21dtv.com/songs/60070806.mkv
酒醒梦已残,http://em.21dtv.com/songs/60024463.mkv
可爱的人生,http://em.21dtv.com/songs/60025250.mkv
泪的小花,http://em.21dtv.com/songs/60026515.mkv
泪的小雨,http://em.21dtv.com/songs/60026522.mkv
盲恋,http://em.21dtv.com/songs/60028607.mkv
梅兰梅兰我爱你,http://em.21dtv.com/songs/60064517.mkv
濛濛细雨忆当年,http://em.21dtv.com/songs/60029439.mkv
明日天涯(演唱会),http://em.21dtv.com/songs/60083423.mkv
庙院钟声,http://em.21dtv.com/songs/60030059.mkv
你还好吗,http://em.21dtv.com/songs/60148756.mkv
你是负心人,http://em.21dtv.com/songs/60032021.mkv
你是我爱的传奇,http://em.21dtv.com/songs/60100057.mkv
难忘初恋的情人(演唱会),http://em.21dtv.com/songs/60083483.mkv
飘散的美丽,http://em.21dtv.com/songs/60107097.mkv
情难守,http://em.21dtv.com/songs/60035130.mkv
悄悄爱你,http://em.21dtv.com/songs/60077164.mkv
情人山,http://em.21dtv.com/songs/60035246.mkv
轻烟,http://em.21dtv.com/songs/60034823.mkv
三朵花,http://em.21dtv.com/songs/60088936.mkv
珊瑚恋,http://em.21dtv.com/songs/60037707.mkv
生命如花篮,http://em.21dtv.com/songs/60038569.mkv
谁能禁止我的爱(演唱会),http://em.21dtv.com/songs/60083828.mkv
山南山北走一回,http://em.21dtv.com/songs/60090304.mkv
水长流,http://em.21dtv.com/songs/60040261.mkv
桃花源,http://em.21dtv.com/songs/60101526.mkv
偷偷的哭,http://em.21dtv.com/songs/60111920.mkv
忘不了的你(演唱会),http://em.21dtv.com/songs/60043492.mkv
无处可寻,http://em.21dtv.com/songs/60133141.mkv
往日的旧梦(演唱会),http://em.21dtv.com/songs/60083954.mkv
我在你左右,http://em.21dtv.com/songs/60046791.mkv
孝道记在心,http://em.21dtv.com/songs/60084223.mkv
心声泪痕,http://em.21dtv.com/songs/60050483.mkv
星夜的离别(演唱会),http://em.21dtv.com/songs/60084264.mkv
一场痴心一场醉,http://em.21dtv.com/songs/60147623.mkv
一寸相思未了情,http://em.21dtv.com/songs/60052823.mkv
一寸相思一寸泪,http://em.21dtv.com/songs/60052825.mkv
月儿像柠檬,http://em.21dtv.com/songs/60088937.mkv
月光像情网,http://em.21dtv.com/songs/60056361.mkv
一路顺风(演唱会),http://em.21dtv.com/songs/60053288.mkv
野猫,http://em.21dtv.com/songs/60052485.mkv
一起笑出来,http://em.21dtv.com/songs/60169281.mkv
一瞬间,http://em.21dtv.com/songs/60053699.mkv
昨夜梦醒时,http://em.21dtv.com/songs/60060614.mkv

曲肖冰,#genre#
成都,http://em.21dtv.com/songs/60153266.mkv
等,http://em.21dtv.com/songs/60168932.mkv
该,http://em.21dtv.com/songs/60150444.mkv
刚好遇见你,http://em.21dtv.com/songs/60135327.mkv
回不去了,http://em.21dtv.com/songs/60150442.mkv
静悄悄,http://em.21dtv.com/songs/60168804.mkv
锦书,http://em.21dtv.com/songs/60162188.mkv
猎!猎鱼达人,http://em.21dtv.com/songs/60133764.mkv
李白,http://em.21dtv.com/songs/60163995.mkv
枇杷树下,http://em.21dtv.com/songs/60168935.mkv
桥,http://em.21dtv.com/songs/60168934.mkv
如果没有遇到你,http://em.21dtv.com/songs/60164920.mkv
盛夏的花,http://em.21dtv.com/songs/60168933.mkv
退,http://em.21dtv.com/songs/60154456.mkv
踏歌行,http://em.21dtv.com/songs/60167774.mkv
桃花片片飞,http://em.21dtv.com/songs/60154455.mkv
天亮以前说再见,http://em.21dtv.com/songs/60169165.mkv
无情,http://em.21dtv.com/songs/60150443.mkv
我是真的爱上你,http://em.21dtv.com/songs/60170214.mkv
星期天,http://em.21dtv.com/songs/60156338.mkv
夜的心事,http://em.21dtv.com/songs/60168936.mkv
重新喜欢你,http://em.21dtv.com/songs/60163851.mkv

齐豫,#genre#
爱不休,http://em.21dtv.com/songs/60100347.mkv
爱到离谱,http://em.21dtv.com/songs/60074311.mkv
爱得那么天真,http://em.21dtv.com/songs/60074321.mkv
爱你的恰恰,http://em.21dtv.com/songs/60109126.mkv
爱你无采工,http://em.21dtv.com/songs/60151233.mkv
爱你真的好难吗,http://em.21dtv.com/songs/60128273.mkv
爱情代价,http://em.21dtv.com/songs/60168739.mkv
爱人的心,http://em.21dtv.com/songs/60100348.mkv
爱人呐,http://em.21dtv.com/songs/60130050.mkv
爱上一个不爱我的人,http://em.21dtv.com/songs/60074486.mkv
爱已无法回首,http://em.21dtv.com/songs/60100349.mkv
表白,http://em.21dtv.com/songs/60128274.mkv
不存在的永远,http://em.21dtv.com/songs/60011031.mkv
并蒂莲,http://em.21dtv.com/songs/60128865.mkv
暴风,http://em.21dtv.com/songs/60169746.mkv
不凡的自己,http://em.21dtv.com/songs/60156498.mkv
不让眼泪说谎,http://em.21dtv.com/songs/60129452.mkv
白色魔怪,http://em.21dtv.com/songs/60133947.mkv
卑微的承诺,http://em.21dtv.com/songs/60010107.mkv
不要告别+告别,http://em.21dtv.com/songs/60169452.mkv
八掌溪恋歌,http://em.21dtv.com/songs/60118301.mkv
cest la vie,http://em.21dtv.com/songs/60000887.mkv
船歌(演唱会),http://em.21dtv.com/songs/60013146.mkv
超级自恋男,http://em.21dtv.com/songs/60012387.mkv
城市里的女人啊,http://em.21dtv.com/songs/60128645.mkv
春天的故事,http://em.21dtv.com/songs/60089559.mkv
春天的河边,http://em.21dtv.com/songs/60133945.mkv
愁西湖,http://em.21dtv.com/songs/60012896.mkv
春有百花,http://em.21dtv.com/songs/60154778.mkv
沉重的脚步,http://em.21dtv.com/songs/60130049.mkv
才知我的痛,http://em.21dtv.com/songs/60151232.mkv
答案,http://em.21dtv.com/songs/60013720.mkv
大闹中国年,http://em.21dtv.com/songs/60075071.mkv
都是被爱伤害的人,http://em.21dtv.com/songs/60081953.mkv
淡水的庙仔边,http://em.21dtv.com/songs/60014453.mkv
当我遇见你,http://em.21dtv.com/songs/60065931.mkv
大雪花,http://em.21dtv.com/songs/60151947.mkv
二零一二,http://em.21dtv.com/songs/60075278.mkv
恶意,http://em.21dtv.com/songs/60150483.mkv
风吹的命运,http://em.21dtv.com/songs/60017243.mkv
放开你的痛,http://em.21dtv.com/songs/60075311.mkv
飞鸟与鱼,http://em.21dtv.com/songs/60016836.mkv
飞鸟与鱼(演唱会),http://em.21dtv.com/songs/60016835.mkv
forever(演唱会),http://em.21dtv.com/songs/60001775.mkv
分手潮流,http://em.21dtv.com/songs/60075353.mkv
公车牌之恋,http://em.21dtv.com/songs/60018682.mkv
感恩,http://em.21dtv.com/songs/60017950.mkv
橄榄树,http://em.21dtv.com/songs/60018117.mkv
故事,http://em.21dtv.com/songs/60121346.mkv
蝴蝶杯,http://em.21dtv.com/songs/60021242.mkv
好多余,http://em.21dtv.com/songs/60096960.mkv
洪湖水,http://em.21dtv.com/songs/60101877.mkv
回家的路,http://em.21dtv.com/songs/60119853.mkv
好男人还有很多,http://em.21dtv.com/songs/60020101.mkv
好男人有很多,http://em.21dtv.com/songs/60091623.mkv
后山痴情花,http://em.21dtv.com/songs/60151231.mkv
寒心,http://em.21dtv.com/songs/60130046.mkv
欢颜,http://em.21dtv.com/songs/60170071.mkv
欢颜(演唱会),http://em.21dtv.com/songs/60021791.mkv
哈一哟,http://em.21dtv.com/songs/60019566.mkv
觉,http://em.21dtv.com/songs/60085316.mkv
交个朋友,http://em.21dtv.com/songs/60023448.mkv
江湖泪,http://em.21dtv.com/songs/60023334.mkv
结局后才明白,http://em.21dtv.com/songs/60066068.mkv
就是这么乔,http://em.21dtv.com/songs/60024636.mkv
金庸,http://em.21dtv.com/songs/60088228.mkv
九月的高跟鞋,http://em.21dtv.com/songs/60024353.mkv
空洞,http://em.21dtv.com/songs/60076272.mkv
哭泣的骆驼,http://em.21dtv.com/songs/60025568.mkv
恋爱啦,http://em.21dtv.com/songs/60027021.mkv
烈酒,http://em.21dtv.com/songs/60152071.mkv
离水的鱼,http://em.21dtv.com/songs/60026785.mkv
恋上你的无赖,http://em.21dtv.com/songs/60087250.mkv
李香兰(演唱会),http://em.21dtv.com/songs/60026872.mkv
made in taiwan恰恰,http://em.21dtv.com/songs/60003694.mkv
魔方,http://em.21dtv.com/songs/60128647.mkv
芒果花,http://em.21dtv.com/songs/60130053.mkv
麦憨啊,http://em.21dtv.com/songs/60118303.mkv
梦回白鹿原,http://em.21dtv.com/songs/60162856.mkv
妹妹找哥哥,http://em.21dtv.com/songs/60029383.mkv
命中注定我爱你,http://em.21dtv.com/songs/60130044.mkv
你的烂借口,http://em.21dtv.com/songs/60031572.mkv
你还爱着他,http://em.21dtv.com/songs/60031736.mkv
女人的一生,http://em.21dtv.com/songs/60130045.mkv
女人花,http://em.21dtv.com/songs/60169439.mkv
女人与小孩(无原唱),http://em.21dtv.com/songs/60032985.mkv
你是我的天使,http://em.21dtv.com/songs/60100691.mkv
你是我的天使(演唱会),http://em.21dtv.com/songs/60101014.mkv
你是我所有的回忆,http://em.21dtv.com/songs/60032162.mkv
你是我这一生的宝贝,http://em.21dtv.com/songs/60110817.mkv
你我他,http://em.21dtv.com/songs/60121345.mkv
偏偏怀念,http://em.21dtv.com/songs/60131914.mkv
啪啪啪,http://em.21dtv.com/songs/60128745.mkv
亲爱的我想告诉你,http://em.21dtv.com/songs/60151082.mkv
七点钟(演唱会),http://em.21dtv.com/songs/60033738.mkv
