

﻿阿杜,#genre#
当你从我眼中离开,http://em.21dtv.com/songs/60014546.mkv
多年前的兄弟,http://em.21dtv.com/songs/60123412.mkv
Don't Say Goodbye,http://em.21dtv.com/songs/60127132.mkv
屌丝很疲惫,http://em.21dtv.com/songs/60071886.mkv
地铁,http://em.21dtv.com/songs/60015117.mkv
哦了我的宝贝,http://em.21dtv.com/songs/60111551.mkv
二十岁的某一天,http://em.21dtv.com/songs/60124398.mkv
粉墨,http://em.21dtv.com/songs/60135969.mkv
飞鸟,http://em.21dtv.com/songs/60105359.mkv
风尚征程,http://em.21dtv.com/songs/60017359.mkv
飞鱼,http://em.21dtv.com/songs/60016892.mkv
飞鱼(演唱会),http://em.21dtv.com/songs/60016891.mkv
浮游童话(演唱会),http://em.21dtv.com/songs/60017679.mkv
搞不清的姐姐们的想不通的爱情,http://em.21dtv.com/songs/60143875.mkv
孤芳不自赏,http://em.21dtv.com/songs/60130874.mkv
骨感,http://em.21dtv.com/songs/60064252.mkv
共和国礼赞,http://em.21dtv.com/songs/60018775.mkv
感觉说没就没了,http://em.21dtv.com/songs/60127136.mkv
归来,http://em.21dtv.com/songs/60113113.mkv
Gonna Be Fine,http://em.21dtv.com/songs/60143986.mkv
光荣绽放,http://em.21dtv.com/songs/60068292.mkv
各自安好,http://em.21dtv.com/songs/60149755.mkv
何必再拖,http://em.21dtv.com/songs/60083023.mkv
好花红,http://em.21dtv.com/songs/60089034.mkv
好了伤疤忘了痛,http://em.21dtv.com/songs/60127133.mkv
好妹妹,http://em.21dtv.com/songs/60105358.mkv
灰鸟,http://em.21dtv.com/songs/60096390.mkv
还是放不下,http://em.21dtv.com/songs/60127141.mkv
湖山记,http://em.21dtv.com/songs/60166421.mkv
花心,http://em.21dtv.com/songs/60147901.mkv
韩熙载夜宴图,http://em.21dtv.com/songs/60162940.mkv
鸿雁,http://em.21dtv.com/songs/60061272.mkv
花雅禅,http://em.21dtv.com/songs/60112378.mkv
绝不放手,http://em.21dtv.com/songs/60024816.mkv
啾啾啾(现场版),http://em.21dtv.com/songs/60143874.mkv
九色鹿,http://em.21dtv.com/songs/60164550.mkv
今生陪你一起走,http://em.21dtv.com/songs/60068381.mkv
江山如此多fun,http://em.21dtv.com/songs/60023356.mkv
江山如此多娇FUN,http://em.21dtv.com/songs/60093539.mkv
卷珠帘,http://em.21dtv.com/songs/60154761.mkv
开花不结果,http://em.21dtv.com/songs/60127134.mkv
快乐尖叫,http://em.21dtv.com/songs/60127135.mkv
可惜你是他的人,http://em.21dtv.com/songs/60061333.mkv
离不开天空的云,http://em.21dtv.com/songs/60026685.mkv
蓝绸缎,http://em.21dtv.com/songs/60089550.mkv
梨花落,http://em.21dtv.com/songs/60120123.mkv
离开伤心的地方,http://em.21dtv.com/songs/60062482.mkv
浪漫草原,http://em.21dtv.com/songs/60164494.mkv
恋上你的滋味,http://em.21dtv.com/songs/60027142.mkv
来生再爱你,http://em.21dtv.com/songs/60102425.mkv
留下来好吗,http://em.21dtv.com/songs/60118732.mkv
老中医,http://em.21dtv.com/songs/60083270.mkv
梦,http://em.21dtv.com/songs/60110728.mkv
玫瑰堡垒,http://em.21dtv.com/songs/60106444.mkv
美丽的神话,http://em.21dtv.com/songs/60111516.mkv
茉莉花,http://em.21dtv.com/songs/60154097.mkv
木棉,http://em.21dtv.com/songs/60112377.mkv
没说的话,http://em.21dtv.com/songs/60066143.mkv
梦中的妈妈,http://em.21dtv.com/songs/60129860.mkv
你爱了吗,http://em.21dtv.com/songs/60064613.mkv
你从哪里来,http://em.21dtv.com/songs/60080583.mkv
你好吗少年,http://em.21dtv.com/songs/60153606.mkv
你是另一个我,http://em.21dtv.com/songs/60102969.mkv
你是我最爱的人,http://em.21dtv.com/songs/60083530.mkv
南音(演唱会),http://em.21dtv.com/songs/60031157.mkv
那一天,http://em.21dtv.com/songs/60124383.mkv
平行,http://em.21dtv.com/songs/60033609.mkv
破相(演唱会),http://em.21dtv.com/songs/60033673.mkv
亲爱的我又想你了,http://em.21dtv.com/songs/60151556.mkv
七朵莲花,http://em.21dtv.com/songs/60103700.mkv
情感面对面,http://em.21dtv.com/songs/60116843.mkv
情歌再也唱不出我的伤悲,http://em.21dtv.com/songs/60103401.mkv
恰好,http://em.21dtv.com/songs/60102922.mkv
求婚歌,http://em.21dtv.com/songs/60064770.mkv
情话全天候(演唱会),http://em.21dtv.com/songs/60035041.mkv
情人节那天,http://em.21dtv.com/songs/60035225.mkv
其实很寂寞,http://em.21dtv.com/songs/60033874.mkv
前生今日来世,http://em.21dtv.com/songs/60079930.mkv
情愿离开,http://em.21dtv.com/songs/60035450.mkv
让爱抱紧我,http://em.21dtv.com/songs/60128640.mkv
如果能再感动你多一次,http://em.21dtv.com/songs/60036843.mkv
人海茫茫,http://em.21dtv.com/songs/60036321.mkv
善变的脸,http://em.21dtv.com/songs/60072370.mkv
十八子,http://em.21dtv.com/songs/60080631.mkv
时光,http://em.21dtv.com/songs/60064877.mkv
时光不忘,http://em.21dtv.com/songs/60123354.mkv
说谎的爱人[演唱会],http://em.21dtv.com/songs/60128148.mkv
桑吉尔多,http://em.21dtv.com/songs/60130549.mkv
山居秋暝,http://em.21dtv.com/songs/60154096.mkv
失恋排行榜,http://em.21dtv.com/songs/60062483.mkv
撕诺,http://em.21dtv.com/songs/60127137.mkv
少女与海,http://em.21dtv.com/songs/60161827.mkv
谁能知道我有多苦,http://em.21dtv.com/songs/60150374.mkv
色偏,http://em.21dtv.com/songs/60037410.mkv
世外蓬莱,http://em.21dtv.com/songs/60162476.mkv
守望沙滩,http://em.21dtv.com/songs/60039694.mkv
伤心的时候可以唱情歌,http://em.21dtv.com/songs/60091536.mkv
伤心的时候可以听情歌,http://em.21dtv.com/songs/60037881.mkv
素颜,http://em.21dtv.com/songs/60134440.mkv
少一分想你,http://em.21dtv.com/songs/60080181.mkv
桃花雨,http://em.21dtv.com/songs/60144163.mkv
天黑之前,http://em.21dtv.com/songs/60072450.mkv
趿拉板鞋,http://em.21dtv.com/songs/60145850.mkv
天狼星,http://em.21dtv.com/songs/60041903.mkv
唐诗,http://em.21dtv.com/songs/60112376.mkv
天使也会哭,http://em.21dtv.com/songs/60066344.mkv
天行九歌,http://em.21dtv.com/songs/60122259.mkv
我不爱她,http://em.21dtv.com/songs/60110727.mkv
忘掉,http://em.21dtv.com/songs/60043513.mkv
我的好老婆,http://em.21dtv.com/songs/60101703.mkv
我该怎么做,http://em.21dtv.com/songs/60045436.mkv
为何你对我许下承诺,http://em.21dtv.com/songs/60043877.mkv
我给你的爱,http://em.21dtv.com/songs/60102616.mkv
我就是要爱,http://em.21dtv.com/songs/60125593.mkv
亡灵序曲,http://em.21dtv.com/songs/60145542.mkv
我们回不去了,http://em.21dtv.com/songs/60065095.mkv
我们这是怎么了,http://em.21dtv.com/songs/60045973.mkv
为什么你要离开我,http://em.21dtv.com/songs/60044084.mkv
为什么你要伤害一个爱你的人,http://em.21dtv.com/songs/60044085.mkv
我是谁的谁,http://em.21dtv.com/songs/60046171.mkv
我要的不多,http://em.21dtv.com/songs/60046506.mkv
望远镜,http://em.21dtv.com/songs/60090347.mkv
我要离开你,http://em.21dtv.com/songs/60155062.mkv
午夜男女,http://em.21dtv.com/songs/60047730.mkv
我依然爱着你,http://em.21dtv.com/songs/60046646.mkv
小草,http://em.21dtv.com/songs/60153435.mkv
惜春词,http://em.21dtv.com/songs/60124677.mkv
兄弟不含糊,http://em.21dtv.com/songs/60151747.mkv
习惯单身,http://em.21dtv.com/songs/60084147.mkv
小孩,http://em.21dtv.com/songs/60094766.mkv
相互关照,http://em.21dtv.com/songs/60066457.mkv
心还是会疼,http://em.21dtv.com/songs/60065233.mkv
乡恋,http://em.21dtv.com/songs/60104291.mkv
小气鬼,http://em.21dtv.com/songs/60049697.mkv
小时候,http://em.21dtv.com/songs/60049735.mkv
心碎玫瑰,http://em.21dtv.com/songs/60104267.mkv
心痛2009,http://em.21dtv.com/songs/60050605.mkv
相信,http://em.21dtv.com/songs/60118749.mkv
小相思,http://em.21dtv.com/songs/60169098.mkv
信仰,http://em.21dtv.com/songs/60080584.mkv
幸运地图(演唱会),http://em.21dtv.com/songs/60051414.mkv
鱼,http://em.21dtv.com/songs/60080586.mkv
愚爱,http://em.21dtv.com/songs/60055565.mkv
一个人的街,http://em.21dtv.com/songs/60071415.mkv
一个人的战役,http://em.21dtv.com/songs/60053044.mkv
要火,http://em.21dtv.com/songs/60138295.mkv
又见炊烟,http://em.21dtv.com/songs/60149936.mkv
野菊花,http://em.21dtv.com/songs/60052479.mkv
原谅我一次,http://em.21dtv.com/songs/60056007.mkv
月秋影(演唱会),http://em.21dtv.com/songs/60056488.mkv
伊人如梦,http://em.21dtv.com/songs/60116356.mkv
有谁像我一样疼你,http://em.21dtv.com/songs/60055315.mkv
一无所有时爱你的人,http://em.21dtv.com/songs/60071431.mkv
眼窝太浅,http://em.21dtv.com/songs/60080585.mkv
于心不忍,http://em.21dtv.com/songs/60065407.mkv
永远不分开,http://em.21dtv.com/songs/60054680.mkv
远在北方孤独的鬼,http://em.21dtv.com/songs/60120876.mkv
只不过是,http://em.21dtv.com/songs/60132830.mkv
知道不知道,http://em.21dtv.com/songs/60058651.mkv
早就该知道,http://em.21dtv.com/songs/60127138.mkv
朱槿花开,http://em.21dtv.com/songs/60059201.mkv
再见再也不见,http://em.21dtv.com/songs/60121842.mkv
真实的自我,http://em.21dtv.com/songs/60072800.mkv
这首歌真好听,http://em.21dtv.com/songs/60057856.mkv
再叙东北情,http://em.21dtv.com/songs/60102614.mkv
只想做你的男人,http://em.21dtv.com/songs/60058487.mkv
壮志豪情(演唱会),http://em.21dtv.com/songs/60065506.mkv
自在远行,http://em.21dtv.com/songs/60069032.mkv

金玟岐,#genre#
爱哭鬼,http://em.21dtv.com/songs/60007680.mkv
爱呀,http://em.21dtv.com/songs/60103640.mkv
不会太久,http://em.21dtv.com/songs/60011160.mkv
别哭(演唱会),http://em.21dtv.com/songs/60010596.mkv
不思议人生,http://em.21dtv.com/songs/60150047.mkv
不速之客,http://em.21dtv.com/songs/60011406.mkv
别在我离开你之前离开我(演唱会),http://em.21dtv.com/songs/60010790.mkv
错过相见错不过想念,http://em.21dtv.com/songs/60130815.mkv
春光乍洩,http://em.21dtv.com/songs/60013267.mkv
城市背后,http://em.21dtv.com/songs/60114839.mkv
成为我自己,http://em.21dtv.com/songs/60169859.mkv
第二眼美女,http://em.21dtv.com/songs/60015181.mkv
东京铁塔的幸福,http://em.21dtv.com/songs/60015540.mkv
抵抗力,http://em.21dtv.com/songs/60107862.mkv
对你而言,http://em.21dtv.com/songs/60016044.mkv
对我好一点,http://em.21dtv.com/songs/60016073.mkv
第一百零一个答案,http://em.21dtv.com/songs/60015229.mkv
房间,http://em.21dtv.com/songs/60066990.mkv
孤单,http://em.21dtv.com/songs/60104271.mkv
过去了,http://em.21dtv.com/songs/60107018.mkv
换,http://em.21dtv.com/songs/60168317.mkv
挥霍爱人的耐性,http://em.21dtv.com/songs/60022061.mkv
很久以后,http://em.21dtv.com/songs/60153108.mkv
哗啦啦少年再见,http://em.21dtv.com/songs/60167983.mkv
缓慢的爱,http://em.21dtv.com/songs/60021810.mkv
i feel so good(演唱会),http://em.21dtv.com/songs/60002516.mkv
芥末不辣,http://em.21dtv.com/songs/60023712.mkv
寂寞飞行,http://em.21dtv.com/songs/60022878.mkv
惊天动地,http://em.21dtv.com/songs/60127514.mkv
静止,http://em.21dtv.com/songs/60167494.mkv
镜子联想曲,http://em.21dtv.com/songs/60024290.mkv
就这么一辈子(演唱会),http://em.21dtv.com/songs/60024676.mkv
看不见的星星,http://em.21dtv.com/songs/60145334.mkv
快乐在唱歌,http://em.21dtv.com/songs/60091583.mkv
来得及,http://em.21dtv.com/songs/60107017.mkv
路人,http://em.21dtv.com/songs/60027952.mkv
留在谁的心里,http://em.21dtv.com/songs/60027583.mkv
梦,http://em.21dtv.com/songs/60156653.mkv
幕后大咖,http://em.21dtv.com/songs/60168412.mkv
迷魂阵,http://em.21dtv.com/songs/60029872.mkv
面具,http://em.21dtv.com/songs/60107019.mkv
妹妹,http://em.21dtv.com/songs/60029363.mkv
没那么爱她,http://em.21dtv.com/songs/60028728.mkv
明天爱谁,http://em.21dtv.com/songs/60030174.mkv
没有不可能,http://em.21dtv.com/songs/60137823.mkv
你不公平,http://em.21dtv.com/songs/60031465.mkv
能不能看到我,http://em.21dtv.com/songs/60147516.mkv
你会不会变,http://em.21dtv.com/songs/60031802.mkv
你那边是晴天,http://em.21dtv.com/songs/60031926.mkv
那年的情书,http://em.21dtv.com/songs/60030737.mkv
你是爱我的,http://em.21dtv.com/songs/60031992.mkv
凝望,http://em.21dtv.com/songs/60032720.mkv
难相处,http://em.21dtv.com/songs/60031286.mkv
偶像,http://em.21dtv.com/songs/60146763.mkv
泡泡糖,http://em.21dtv.com/songs/60033219.mkv
朋友的朋友,http://em.21dtv.com/songs/60033325.mkv
亲爱的你怎么不我身边,http://em.21dtv.com/songs/60088196.mkv
亲爱的你怎么不在身边,http://em.21dtv.com/songs/60034534.mkv
亲爱的世界,http://em.21dtv.com/songs/60145333.mkv
恰好的寂寞(演唱会),http://em.21dtv.com/songs/60034040.mkv
悄悄话,http://em.21dtv.com/songs/60034417.mkv
如果你不打算爱我,http://em.21dtv.com/songs/60090038.mkv
如果你说抱歉,http://em.21dtv.com/songs/60107016.mkv
如果世界没有海,http://em.21dtv.com/songs/60150498.mkv
上帝帮助,http://em.21dtv.com/songs/60090036.mkv
上帝的帮助,http://em.21dtv.com/songs/60038011.mkv
谁还相信(演唱会),http://em.21dtv.com/songs/60039985.mkv
少林传奇,http://em.21dtv.com/songs/60038117.mkv
思美人兮,http://em.21dtv.com/songs/60135855.mkv
少年行,http://em.21dtv.com/songs/60164235.mkv
双手的温柔,http://em.21dtv.com/songs/60039879.mkv
停不下了,http://em.21dtv.com/songs/60090037.mkv
痛快,http://em.21dtv.com/songs/60113025.mkv
陀螺,http://em.21dtv.com/songs/60164729.mkv
他一定很爱你,http://em.21dtv.com/songs/60041121.mkv
我爱夏卡尔,http://em.21dtv.com/songs/60044688.mkv
Way Oh,http://em.21dtv.com/songs/60107015.mkv
我多么羡慕你,http://em.21dtv.com/songs/60045409.mkv
我的他(演唱会),http://em.21dtv.com/songs/60045225.mkv
我们都是一朵花,http://em.21dtv.com/songs/60045874.mkv
我们都是有歌的人,http://em.21dtv.com/songs/60168756.mkv
完美分手,http://em.21dtv.com/songs/60068718.mkv
维他命,http://em.21dtv.com/songs/60044199.mkv
我心似海洋,http://em.21dtv.com/songs/60046453.mkv
我又想起你,http://em.21dtv.com/songs/60046723.mkv
相处难,http://em.21dtv.com/songs/60091584.mkv
相对的失去,http://em.21dtv.com/songs/60048629.mkv
新娘阿花,http://em.21dtv.com/songs/60114153.mkv
星晴,http://em.21dtv.com/songs/60049208.mkv
袖手旁观,http://em.21dtv.com/songs/60051520.mkv
希望变成你,http://em.21dtv.com/songs/60047980.mkv
夜的诗人(演唱会),http://em.21dtv.com/songs/60052555.mkv
有个男生为我哭,http://em.21dtv.com/songs/60055126.mkv
月光森林之留在谁的心里,http://em.21dtv.com/songs/60056346.mkv
月光下,http://em.21dtv.com/songs/60056350.mkv
勇敢者的告别,http://em.21dtv.com/songs/60169985.mkv
娱乐,http://em.21dtv.com/songs/60149440.mkv
有一天,http://em.21dtv.com/songs/60055365.mkv
直到遇见你,http://em.21dtv.com/songs/60120043.mkv
自甘糊涂,http://em.21dtv.com/songs/60091585.mkv
再见你好,http://em.21dtv.com/songs/60163947.mkv
最美,http://em.21dtv.com/songs/60060363.mkv
怎么了吗,http://em.21dtv.com/songs/60169881.mkv
照片,http://em.21dtv.com/songs/60057734.mkv
在我身边,http://em.21dtv.com/songs/60057162.mkv
再一次也好,http://em.21dtv.com/songs/60057017.mkv
只有分离,http://em.21dtv.com/songs/60058580.mkv
只有这么一辈子,http://em.21dtv.com/songs/60058622.mkv

金志文,#genre#
不爱了也是一种爱,http://em.21dtv.com/songs/60136964.mkv
Beautiful Light,http://em.21dtv.com/songs/60081647.mkv
八年,http://em.21dtv.com/songs/60082567.mkv
不散场,http://em.21dtv.com/songs/60158478.mkv
不再沉睡,http://em.21dtv.com/songs/60106336.mkv
尘,http://em.21dtv.com/songs/60118110.mkv
答案在天上,http://em.21dtv.com/songs/60158296.mkv
等待,http://em.21dtv.com/songs/60138154.mkv
放手,http://em.21dtv.com/songs/60106341.mkv
关关雎鸠,http://em.21dtv.com/songs/60155180.mkv
跟着感觉走,http://em.21dtv.com/songs/60075525.mkv
黑色幽默,http://em.21dtv.com/songs/60097445.mkv
幻夜,http://em.21dtv.com/songs/60166419.mkv
Its Time To Play,http://em.21dtv.com/songs/60131905.mkv
绝不呼救,http://em.21dtv.com/songs/60097369.mkv
寂寞三个人,http://em.21dtv.com/songs/60094318.mkv
给你幸福,http://em.21dtv.com/songs/60129676.mkv
给我一点寂寞的时间,http://em.21dtv.com/songs/60146758.mkv
家乡,http://em.21dtv.com/songs/60105443.mkv
空城,http://em.21dtv.com/songs/60070849.mkv
狂欢一夏,http://em.21dtv.com/songs/60156649.mkv
哭给你听,http://em.21dtv.com/songs/60146756.mkv
卡拉不OK,http://em.21dtv.com/songs/60106339.mkv
离爱很遥远,http://em.21dtv.com/songs/60102830.mkv
乱世王者,http://em.21dtv.com/songs/60161797.mkv
利亚,http://em.21dtv.com/songs/60164237.mkv
流着泪说分手,http://em.21dtv.com/songs/60117295.mkv
莽荒,http://em.21dtv.com/songs/60155726.mkv
美酒加咖啡,http://em.21dtv.com/songs/60121029.mkv
没那么简单,http://em.21dtv.com/songs/60070909.mkv
明天,http://em.21dtv.com/songs/60139194.mkv
梦想家,http://em.21dtv.com/songs/60097071.mkv
妹子,http://em.21dtv.com/songs/60147820.mkv
那片星空那片海,http://em.21dtv.com/songs/60138155.mkv
难以启齿的柔弱,http://em.21dtv.com/songs/60163946.mkv
泡沫,http://em.21dtv.com/songs/60127513.mkv
奇冀,http://em.21dtv.com/songs/60169874.mkv
情人的眼泪,http://em.21dtv.com/songs/60117293.mkv
恰似你的温柔,http://em.21dtv.com/songs/60121028.mkv
Racheal,http://em.21dtv.com/songs/60123258.mkv
认定,http://em.21dtv.com/songs/60130812.mkv
燃烧,http://em.21dtv.com/songs/60129675.mkv
让我一次爱个够,http://em.21dtv.com/songs/60117296.mkv
热血狂篮,http://em.21dtv.com/songs/60156648.mkv
山沟沟,http://em.21dtv.com/songs/60069851.mkv
时光恋人,http://em.21dtv.com/songs/60114144.mkv
撒哈拉的花,http://em.21dtv.com/songs/60130810.mkv
时间旅行者,http://em.21dtv.com/songs/60158267.mkv
失眠,http://em.21dtv.com/songs/60131906.mkv
送你一匹马,http://em.21dtv.com/songs/60154742.mkv
虽然前途未卜我愿陪你吃土,http://em.21dtv.com/songs/60146760.mkv
SuperBoy,http://em.21dtv.com/songs/60099557.mkv
生之门,http://em.21dtv.com/songs/60130811.mkv
太傻,http://em.21dtv.com/songs/60148004.mkv
为爱痴狂,http://em.21dtv.com/songs/60068725.mkv
我的MIDI,http://em.21dtv.com/songs/60080596.mkv
我很丑可是我很温柔,http://em.21dtv.com/songs/60162430.mkv
我们的爱,http://em.21dtv.com/songs/60144050.mkv
我们结婚吧,http://em.21dtv.com/songs/60078297.mkv
我是谁,http://em.21dtv.com/songs/60155181.mkv
往事只能回味,http://em.21dtv.com/songs/60120041.mkv
我天空中的那颗superstar,http://em.21dtv.com/songs/60135844.mkv
我想大声告诉你,http://em.21dtv.com/songs/60063935.mkv
孝和中国,http://em.21dtv.com/songs/60080597.mkv
写给初恋的一封信,http://em.21dtv.com/songs/60106338.mkv
夏洛特烦恼,http://em.21dtv.com/songs/60115459.mkv
想念你,http://em.21dtv.com/songs/60106340.mkv
熙熙攘攘,http://em.21dtv.com/songs/60155182.mkv
下一站我是你的依靠,http://em.21dtv.com/songs/60121025.mkv
永不消逝,http://em.21dtv.com/songs/60146757.mkv
勇敢的我,http://em.21dtv.com/songs/60110592.mkv
遇见,http://em.21dtv.com/songs/60164734.mkv
一望千年,http://em.21dtv.com/songs/60139193.mkv
一样的月光,http://em.21dtv.com/songs/60138153.mkv
远走高飞,http://em.21dtv.com/songs/60136965.mkv
由自己决定,http://em.21dtv.com/songs/60149774.mkv
中国姑娘,http://em.21dtv.com/songs/60121026.mkv
最好是现在,http://em.21dtv.com/songs/60094727.mkv
专家,http://em.21dtv.com/songs/60106337.mkv
抓紧我放弃我,http://em.21dtv.com/songs/60130809.mkv
最浪漫的事,http://em.21dtv.com/songs/60054672.mkv
怎么办,http://em.21dtv.com/songs/60080598.mkv
祝你平安,http://em.21dtv.com/songs/60097365.mkv
只为了你,http://em.21dtv.com/songs/60117292.mkv

刘德华,#genre#
17岁(HD),http://em.21dtv.com/songs/10012628.mkv
abcde,http://em.21dtv.com/songs/60000093.mkv
a better day,http://em.21dtv.com/songs/60000036.mkv
爱不死,http://em.21dtv.com/songs/60007024.mkv
爱不完,http://em.21dtv.com/songs/60007028.mkv
爱地久天长,http://em.21dtv.com/songs/60007473.mkv
爱的连线,http://em.21dtv.com/songs/60007299.mkv
爱到你注定无命,http://em.21dtv.com/songs/60007805.mkv
爱过不留痕,http://em.21dtv.com/songs/60090702.mkv
爱孤单,http://em.21dtv.com/songs/60007520.mkv
爱火烧不尽,http://em.21dtv.com/songs/60007623.mkv
爱君如梦,http://em.21dtv.com/songs/60007669.mkv
暗里着迷,http://em.21dtv.com/songs/60009371.mkv
暗里着迷(演唱会),http://em.21dtv.com/songs/60009370.mkv
按摩女郎,http://em.21dtv.com/songs/60009357.mkv
按摩女郎(演唱会),http://em.21dtv.com/songs/60009356.mkv
澳门之歌,http://em.21dtv.com/songs/60009449.mkv
爱你太深,http://em.21dtv.com/songs/60007977.mkv
爱你一万年,http://em.21dtv.com/songs/60008024.mkv
爱你一万年(HD),http://em.21dtv.com/songs/10012629.mkv
爱你一万年(演唱会),http://em.21dtv.com/songs/60008019.mkv
爱情新活力,http://em.21dtv.com/songs/60008438.mkv
爱如潮水,http://em.21dtv.com/songs/60008606.mkv
爱如此神奇,http://em.21dtv.com/songs/60008608.mkv
爱人皇后(演唱会),http://em.21dtv.com/songs/60008568.mkv
爱上你是我的错,http://em.21dtv.com/songs/60008680.mkv
爱太难,http://em.21dtv.com/songs/60008857.mkv
爱太难(演唱会),http://em.21dtv.com/songs/60008855.mkv
爱无知,http://em.21dtv.com/songs/60008967.mkv
爱我之后,http://em.21dtv.com/songs/60092355.mkv
爱意香槟,http://em.21dtv.com/songs/60009091.mkv
哎吔吔,http://em.21dtv.com/songs/60006880.mkv
爱永远存在,http://em.21dtv.com/songs/60121437.mkv
爱着你,http://em.21dtv.com/songs/60009230.mkv
扁扁的月亮,http://em.21dtv.com/songs/60010481.mkv
步步高,http://em.21dtv.com/songs/60011836.mkv
北国之春之榕树下之故乡的雨,http://em.21dtv.com/songs/60114420.mkv
把今生忘掉,http://em.21dtv.com/songs/60009556.mkv
不可失控,http://em.21dtv.com/songs/60011194.mkv
不盲不爱,http://em.21dtv.com/songs/60080643.mkv
不能没有你,http://em.21dtv.com/songs/60011268.mkv
不能没有你(演唱会),http://em.21dtv.com/songs/60011266.mkv
抱歉,http://em.21dtv.com/songs/60010069.mkv
不是我的我不要(HD),http://em.21dtv.com/songs/10012632.mkv
不是我的我不要(演唱会),http://em.21dtv.com/songs/60011387.mkv
笨小孩(HD),http://em.21dtv.com/songs/10012630.mkv
笨小孩(演唱会),http://em.21dtv.com/songs/60010342.mkv
不需要爱情,http://em.21dtv.com/songs/60011505.mkv
不需要爱情(演唱会),http://em.21dtv.com/songs/60011503.mkv
冰雨,http://em.21dtv.com/songs/60010859.mkv
冰雨(HD),http://em.21dtv.com/songs/10012631.mkv
冰雨(演唱会),http://em.21dtv.com/songs/60010858.mkv
不要带他走,http://em.21dtv.com/songs/60011534.mkv
不用人陪(无原唱),http://em.21dtv.com/songs/60011696.mkv
不再想你的借口,http://em.21dtv.com/songs/60011758.mkv
从不知,http://em.21dtv.com/songs/60013501.mkv
错的都是我,http://em.21dtv.com/songs/60090709.mkv
除非(演唱会),http://em.21dtv.com/songs/60013043.mkv
除非是你,http://em.21dtv.com/songs/60013048.mkv
除非是你(演唱会),http://em.21dtv.com/songs/60013047.mkv
曾经深深爱过,http://em.21dtv.com/songs/60086222.mkv
缠绵,http://em.21dtv.com/songs/60012258.mkv
缠绵(演唱会),http://em.21dtv.com/songs/60012256.mkv
痴情岁月,http://em.21dtv.com/songs/60012730.mkv
从前我所紧抱的,http://em.21dtv.com/songs/60013562.mkv
超人,http://em.21dtv.com/songs/60012396.mkv
超人(HD),http://em.21dtv.com/songs/10012633.mkv
超人(演唱会),http://em.21dtv.com/songs/60012394.mkv
残忍离开,http://em.21dtv.com/songs/60130413.mkv
潮水,http://em.21dtv.com/songs/60012449.mkv
潮水(演唱会),http://em.21dtv.com/songs/60012448.mkv
城市的两边,http://em.21dtv.com/songs/60012624.mkv
城市猎人,http://em.21dtv.com/songs/60012630.mkv
常言道,http://em.21dtv.com/songs/60012281.mkv
常言道(演唱会),http://em.21dtv.com/songs/60012280.mkv
答案就是你,http://em.21dtv.com/songs/60013727.mkv
单纯女孩,http://em.21dtv.com/songs/60014337.mkv
多愁善感,http://em.21dtv.com/songs/60016110.mkv
大地恩情,http://em.21dtv.com/songs/60013899.mkv
大地恩情(演唱会),http://em.21dtv.com/songs/60013896.mkv
都怪我,http://em.21dtv.com/songs/60015684.mkv
等你忘了我是谁(无原唱),http://em.21dtv.com/songs/60015012.mkv
地平线,http://em.21dtv.com/songs/60099110.mkv
短篇小说,http://em.21dtv.com/songs/60015894.mkv
地球的心声,http://em.21dtv.com/songs/60015104.mkv
大胜无限番,http://em.21dtv.com/songs/60092352.mkv
当我遇上你,http://em.21dtv.com/songs/60014631.mkv
当我遇上你(演唱会),http://em.21dtv.com/songs/60014630.mkv
大小孩,http://em.21dtv.com/songs/60014170.mkv
多想你好,http://em.21dtv.com/songs/60016209.mkv
大眼睛,http://em.21dtv.com/songs/60014196.mkv
但愿未流泪,http://em.21dtv.com/songs/60014440.mkv
倒转地球,http://em.21dtv.com/songs/60014722.mkv
倒转地球(HD),http://em.21dtv.com/songs/10012634.mkv
倒转地球(演唱会),http://em.21dtv.com/songs/60014720.mkv
独自去偷欢,http://em.21dtv.com/songs/60015825.mkv
独自去偷欢(HD),http://em.21dtv.com/songs/10012635.mkv
独自去偷欢(HD演唱会),http://em.21dtv.com/songs/60015823.mkv
带走我所有,http://em.21dtv.com/songs/60014292.mkv
当中有你,http://em.21dtv.com/songs/60014657.mkv
everyone is no 1,http://em.21dtv.com/songs/60001566.mkv
everyone is no 1(HD演唱会),http://em.21dtv.com/songs/60001565.mkv
飞,http://em.21dtv.com/songs/60016771.mkv
风风雨雨,http://em.21dtv.com/songs/60017291.mkv
峰回路转,http://em.21dtv.com/songs/60094832.mkv
风中的歌,http://em.21dtv.com/songs/60017486.mkv
福这么远那么甜,http://em.21dtv.com/songs/60017705.mkv
乖不哭,http://em.21dtv.com/songs/60019156.mkv
赶不上社会的男孩,http://em.21dtv.com/songs/60071940.mkv
孤独会软弱,http://em.21dtv.com/songs/60018891.mkv
孤儿泪,http://em.21dtv.com/songs/60018902.mkv
挂念,http://em.21dtv.com/songs/60019147.mkv
挂念(演唱会),http://em.21dtv.com/songs/60019144.mkv
归宿,http://em.21dtv.com/songs/60019388.mkv
归宿(HD),http://em.21dtv.com/songs/10012636.mkv
归宿(演唱会),http://em.21dtv.com/songs/60019386.mkv
该说的我已说,http://em.21dtv.com/songs/60103926.mkv
观世音,http://em.21dtv.com/songs/60019243.mkv
